datetime,datetime_nano,CZCE.TA409.open,CZCE.TA409.high,CZCE.TA409.low,CZCE.TA409.close,CZCE.TA409.volume,CZCE.TA409.open_oi,CZCE.TA409.close_oi
2024-03-29 21:00:00.000000000,1711717200000000000,5994,5998,5986,5992,5507,525311,526849
2024-03-29 21:01:00.000000000,1711717260000000000,5992,6000,5992,5996,3443,526849,527914
2024-03-29 21:02:00.000000000,1711717320000000000,5996,5998,5996,5996,2037,527914,528988
2024-03-29 21:03:00.000000000,1711717380000000000,5996,6002,5996,6002,2703,528988,529400
2024-03-29 21:04:00.000000000,1711717440000000000,6002,6006,5994,6000,4741,529400,530122
2024-03-29 21:05:00.000000000,1711717500000000000,6000,6006,6000,6006,2151,530122,530642
2024-03-29 21:06:00.000000000,1711717560000000000,6006,6006,6000,6000,1498,530642,530957
2024-03-29 21:07:00.000000000,1711717620000000000,6000,6002,5998,6000,1010,530957,531135
2024-03-29 21:08:00.000000000,1711717680000000000,6000,6002,5996,5996,860,531135,531516
2024-03-29 21:09:00.000000000,1711717740000000000,5996,5998,5996,5996,467,531516,531589
2024-03-29 21:10:00.000000000,1711717800000000000,5996,5998,5994,5996,657,531589,531428
2024-03-29 21:11:00.000000000,1711717860000000000,5996,5996,5994,5996,363,531428,531369
2024-03-29 21:12:00.000000000,1711717920000000000,5996,5996,5992,5992,876,531369,531285
2024-03-29 21:13:00.000000000,1711717980000000000,5992,5996,5992,5994,702,531285,531224
2024-03-29 21:14:00.000000000,1711718040000000000,5994,5996,5992,5994,765,531224,531307
2024-03-29 21:15:00.000000000,1711718100000000000,5994,5994,5990,5992,2526,531307,531779
2024-03-29 21:16:00.000000000,1711718160000000000,5992,5994,5990,5992,597,531779,531835
2024-03-29 21:17:00.000000000,1711718220000000000,5992,5994,5992,5992,117,531835,531901
2024-03-29 21:18:00.000000000,1711718280000000000,5992,5994,5992,5994,526,531901,531766
2024-03-29 21:19:00.000000000,1711718340000000000,5994,5996,5994,5994,203,531766,531705
2024-03-29 21:20:00.000000000,1711718400000000000,5994,5996,5994,5996,72,531705,531747
